O_SA2_NAME11,D_SA2_NAME11,persons,increase_in_travel_time,distance,extra_minutes,lat_orig,lon_orig,dist_orig2CBD,lat_dest,lon_dest,dist_dest2CBD,bearing_rad,bearing,distance2CBD,lat,lon,xend,yend,total_commuters_from,point_size_identity,size_segment,avg_extra_mins,distance_group
Kew,Balwyn,77,0.0868686868686869,4.82688888888889,0.716666666666667,-37.8046310010526,145.037831685614,6.33792256371895,-37.809434576,145.081720413429,10.0597559909776,-1.46178129973816,-83.7538990461447,8.19883927734829,-37.8070327885263,145.059776049522,145.059776049522,-37.8070327885263,3799,3.5,0.250802700675169,7.03789593752742,"(-Inf,5]"
Ascot Vale,Keilor East,22,0.0503512880562061,7.59644444444445,0.716666666666667,-37.7767973775,144.91689848,6.40685643044626,-37.7506925470968,144.863598473548,11.8294244343643,2.0262277992649,116.09430122996,9.11814043240528,-37.7637449622984,144.890248476774,144.890248476774,-37.7637449622984,1908,1.75783100816004,0.0716579144786197,6.83081324248777,"(5,10]"
Hawthorn,Surrey Hills (West) - Canterbury,54,0.0547073791348601,5.22188888888889,0.716666666666667,-37.8233558393617,145.032100191064,5.68405286652872,-37.8245869874419,145.084853335814,10.312781026281,-1.54746265368721,-88.6630790103918,7.99841694640484,-37.8239714134018,145.058476763439,145.058476763439,-37.8239714134018,2969,2.73532508554883,0.175887608265703,5.67770854384192,"(5,10]"
Yarraville,Flemington,12,0.0485115766262403,6.95144444444444,0.733333333333333,-37.8168796034375,144.882967158438,7.44689832853633,-37.7848367109524,144.930850302857,4.91790948119001,-2.16054340223681,-123.790018403005,6.18240390486317,-37.800858157195,144.906908730648,144.906908730648,-37.800858157195,1516,1.39668333772045,0.0390861351701562,5.25890501319261,"(5,10]"
Southbank,Malvern - Glen Iris,20,0.0481400437636762,10.4402222222222,0.733333333333333,-37.8253100678571,144.963518120357,0.882244806193993,-37.8572320702041,145.041400423265,7.79616110822657,-1.18180618390673,-67.7125065403175,4.33920295721028,-37.8412710690306,145.002459271811,145.002459271811,-37.8412710690306,927,0.854040536983417,0.065143558616927,3.26910284070478,"(10,20]"
Altona North,Footscray,103,0.0582010582010582,6.91144444444444,0.733333333333333,-37.833761955,144.849617844062,10.518908516968,-37.7962354586667,144.895195199333,6.82074516276372,-2.25961877872653,-129.466619329536,8.66982683986587,-37.8149987068334,144.872406521697,144.872406521697,-37.8149987068334,933,0.859568307449329,0.335489326877174,5.26750625223294,"(5,10]"
Ascot Vale,Moonee Ponds,109,0.10906862745098,2.28,0.741666666666667,-37.7767973775,144.91689848,6.40685643044626,-37.76550642625,144.920183736875,7.18788811887892,-2.85844652711471,-163.776921967501,6.79737227466259,-37.771151901875,144.918541108438,144.918541108438,-37.771151901875,1908,1.75783100816004,0.355032394462252,6.83081324248777,"(-Inf,5]"
Moonee Ponds,Brunswick,67,0.0676691729323308,4.31333333333333,0.75,-37.76550642625,144.920183736875,7.18788811887892,-37.7658570062,144.9622128502,5.83016236805413,-1.56245516059627,-89.5220863806016,6.50902524346652,-37.765681716225,144.941198293538,144.941198293538,-37.765681716225,1862,1.71545143458805,0.218230921366705,7.28967955603294,"(-Inf,5]"
Kew East,Kew,125,0.194805194805195,2.04133333333333,0.75,-37.7933213616667,145.051607082222,7.86746718048701,-37.8046310010526,145.037831685614,6.33792256371895,0.883379345813786,50.6139082241576,7.10269487210298,-37.7989761813597,145.044719383918,145.044719383918,-37.7989761813597,982,0.904711766254277,0.407147241355793,7.46442634080109,"(-Inf,5]"
Kew,Kew East,53,0.20353982300885,2.06266666666667,0.766666666666667,-37.8046310010526,145.037831685614,6.33792256371895,-37.7933213616667,145.051607082222,7.86746718048701,-2.25821330777601,-129.386091775842,7.10269487210298,-37.7989761813597,145.044719383918,145.044719383918,-37.7989761813597,3799,3.5,0.172630430334856,7.03789593752742,"(-Inf,5]"
Prahran - Windsor,Caulfield - North,28,0.0732283464566929,3.913,0.775,-37.8528638282927,144.998128487805,4.69708751091048,-37.8721286176364,145.019590721455,7.53784779924387,-0.839301333083811,-48.0884241254061,6.11746765507718,-37.8624962229646,145.00885960463,145.00885960463,-37.8624962229646,2531,2.33179784153725,0.0912009820636977,6.31598182536547,"(-Inf,5]"
Newport,Seddon - Kingsville,21,0.0724191063174114,4.05555555555556,0.783333333333333,-37.8394407057143,144.879472820952,8.10626109726516,-37.8076187326316,144.886227384211,7.25408422266741,-2.93243596281242,-168.016204361533,7.68017265996629,-37.823529719173,144.882850102582,144.882850102582,-37.823529719173,2198,2.02500658067913,0.0684007365477733,5.15713527449196,"(-Inf,5]"
Malvern - Glen Iris,Ashburton (Vic.),30,0.0851063829787234,4.113,0.8,-37.8572320702041,145.041400423265,7.79616110822657,-37.86707166,145.080444424211,11.2961696596862,-1.32392411948274,-75.8552644419348,9.54616538395639,-37.8621518651021,145.060922423738,145.060922423738,-37.8621518651021,2796,2.57594103711503,0.0977153379253904,4.94650691463996,"(-Inf,5]"
Seddon - Kingsville,Williamstown,44,0.0586206896551724,7.08855555555556,0.85,-37.8076187326316,144.886227384211,7.25408422266741,-37.8600020551429,144.889689965143,8.28653050855489,-0.0660048065935749,-3.78179684538911,7.77030736561115,-37.8338103938873,144.887958674677,144.887958674677,-37.8338103938873,1117,1.0290866017373,0.143315828957239,7.78933154282304,"(5,10]"
Flemington,Southbank,31,0.0549682875264271,9.182,0.866666666666667,-37.7848367109524,144.930850302857,4.91790948119001,-37.8253100678571,144.963518120357,0.882244806193993,-0.679081739863831,-38.9085176385984,2.900077143692,-37.8050733894048,144.947184211607,144.947184211607,-37.8050733894048,732,0.674387996841274,0.100972515856237,3.83615664845173,"(5,10]"
Ascot Vale,Yarraville,13,0.0565031982942431,7.59488888888889,0.883333333333333,-37.7767973775,144.91689848,6.40685643044626,-37.8168796034375,144.882967158438,7.44689832853633,0.702483580213069,40.2493443234487,6.9268773794913,-37.7968384904688,144.899932819219,144.899932819219,-37.7968384904688,1908,1.75783100816004,0.0423433131010025,6.83081324248777,"(5,10]"
St Kilda East,Prahran - Windsor,90,0.15929203539823,2.22111111111111,0.9,-37.8668936202564,144.998685951282,6.06770716514806,-37.8528638282927,144.998128487805,4.69708751091048,3.10187927940705,177.724591269105,5.38239733802927,-37.8598787242746,144.998407219544,144.998407219544,-37.8598787242746,2387,2.19913135035536,0.293146013776171,8.16477796397151,"(-Inf,5]"
Malvern - Glen Iris,Surrey Hills (West) - Canterbury,20,0.0538922155688623,7.35788888888889,0.9,-37.8572320702041,145.041400423265,7.79616110822657,-37.8245869874419,145.084853335814,10.312781026281,-2.21511287581572,-126.916618929327,9.05447106725377,-37.840909528823,145.063126879539,145.063126879539,-37.840909528823,2796,2.57594103711503,0.065143558616927,4.94650691463996,"(5,10]"
Ivanhoe,Northcote,41,0.0891410048622366,4.93455555555556,0.916666666666667,-37.7663307915385,145.041921423462,8.69748176223656,-37.773038279434,145.000623303962,5.78512815705921,1.40978596694471,80.7747859227017,7.24130495964788,-37.7696845354863,145.021272363712,145.021272363712,-37.7696845354863,1209,1.11384574888128,0.1335442951647,12.0024813895782,"(-Inf,5]"
Pascoe Vale South,Niddrie - Essendon West,14,0.086687306501548,7.41644444444445,0.933333333333333,-37.7439227441667,144.938836859167,8.63093681830933,-37.7423617476471,144.885436101176,11.1016555622354,1.60001973457782,91.6743779289512,9.86629619027237,-37.7431422459069,144.912136480172,144.912136480172,-37.7431422459069,1321,1.21703079757831,0.0456004910318489,5.06030153923795,"(5,10]"
St Kilda East,Elsternwick,83,0.13013698630137,3.151,0.95,-37.8668936202564,144.998685951282,6.06770716514806,-37.8866257832143,145.007367637143,8.37608660237134,-0.414487095440835,-23.748361231396,7.2218968837597,-37.8767597017354,145.003026794213,145.003026794213,-37.8767597017354,2387,2.19913135035536,0.270345768260247,8.16477796397151,"(-Inf,5]"
Collingwood,Fitzroy,38,0.196551724137931,1.39855555555556,0.95,-37.8011811164286,144.988381484286,2.61411270951952,-37.801420376087,144.979019773043,2.10391764420117,1.54524463224704,88.5359957430003,2.35901517686035,-37.8013007462578,144.983700628665,144.983700628665,-37.8013007462578,394,0.362990260594893,0.123772761372161,6.16049069373942,"(-Inf,5]"
Braybrook,Footscray,206,0.0979381443298969,4.15822222222222,0.95,-37.7859339178378,144.863113430811,9.86320875034797,-37.7962354586667,144.895195199333,6.82074516276372,-1.26009347755138,-72.1980380556571,8.34197695655584,-37.7910846882523,144.879154315072,144.879154315072,-37.7910846882523,1420,1.30823901026586,0.670978653754348,6.86011737089202,"(-Inf,5]"
Coburg,Pascoe Vale South,23,0.164265129682997,2.68,0.95,-37.7449590106667,144.962150977833,8.14848566655979,-37.7439227441667,144.938836859167,8.63093681830933,1.61521511428269,92.545009054139,8.38971124243456,-37.7444408774167,144.9504939185,144.9504939185,-37.7444408774167,2532,2.3327191366149,0.074915092409466,7.65029620853081,"(-Inf,5]"
Brunswick,Parkville,166,0.105360443622921,2.90355555555556,0.95,-37.7658570062,144.9622128502,5.83016236805413,-37.7873663776923,144.952593611538,3.66782659607037,0.420532603478642,24.0947433269747,4.74899448206225,-37.7766116919462,144.957403230869,144.957403230869,-37.7766116919462,2373,2.18623321926823,0.540691536520494,7.21096713021492,"(-Inf,5]"
Fitzroy,Collingwood,26,0.200692041522491,1.40622222222222,0.966666666666667,-37.801420376087,144.979019773043,2.10391764420117,-37.8011811164286,144.988381484286,2.61411270951952,-1.59634802134276,-91.4640042569998,2.35901517686035,-37.8013007462578,144.983700628665,144.983700628665,-37.8013007462578,619,0.570281653066597,0.084686626202005,5.64819601507808,"(-Inf,5]"
