time_of_day_exact,extra_minutes,CBD
14.8272251308901,5.26233144198274,CBD commute (14.2%)
14.9528795811518,5.38705079906445,CBD commute (14.2%)
15.0785340314136,5.51971134066458,CBD commute (14.2%)
15.2041884816754,5.65042898202642,CBD commute (14.2%)
15.3298429319372,5.78181162765038,CBD commute (14.2%)
15.455497382199,5.89115429596863,CBD commute (14.2%)
15.5811518324607,5.9710799116831,CBD commute (14.2%)
15.7068062827225,6.04006473705323,CBD commute (14.2%)
15.8324607329843,6.09176594768402,CBD commute (14.2%)
15.9581151832461,6.14354518759635,CBD commute (14.2%)
16.0837696335079,6.18627567200635,CBD commute (14.2%)
16.2094240837696,6.23271646754729,CBD commute (14.2%)
16.3350785340314,6.26297238758794,CBD commute (14.2%)
16.4607329842932,6.35863013039658,CBD commute (14.2%)
16.586387434555,6.55097263207733,CBD commute (14.2%)
16.7120418848168,6.7748276473706,CBD commute (14.2%)
16.8376963350785,6.96934087496341,CBD commute (14.2%)
16.9633507853403,7.25188525969291,CBD commute (14.2%)
17.0890052356021,7.54082924012844,CBD commute (14.2%)
17.2146596858639,7.8487055312005,CBD commute (14.2%)
17.3403141361257,8.13505473688008,CBD commute (14.2%)
17.4659685863874,8.3569570360692,CBD commute (14.2%)
17.5916230366492,8.50466291724113,CBD commute (14.2%)
17.717277486911,8.50025857309019,CBD commute (14.2%)
17.8429319371728,8.59240900198498,CBD commute (14.2%)
17.9685863874346,8.44420560745322,CBD commute (14.2%)
18.0942408376963,8.19193552932821,CBD commute (14.2%)
18.2198952879581,7.91217137481351,CBD commute (14.2%)
18.3455497382199,7.58146484737729,CBD commute (14.2%)
18.4712041884817,7.17723757940725,CBD commute (14.2%)
18.5968586387435,6.7258844894906,CBD commute (14.2%)
18.7225130890052,6.28280497914617,CBD commute (14.2%)
18.848167539267,5.88214682948352,CBD commute (14.2%)
18.9738219895288,5.46451431720566,CBD commute (14.2%)
19.0994764397906,5.03465874326338,CBD commute (14.2%)
19.2251308900524,4.65754575079883,CBD commute (14.2%)
19.3507853403141,4.37342253820417,CBD commute (14.2%)
19.4764397905759,4.14038205055359,CBD commute (14.2%)
19.6020942408377,3.9078741838069,CBD commute (14.2%)
19.7277486910995,3.684758794798,CBD commute (14.2%)
19.8534031413613,3.5493684456068,CBD commute (14.2%)
19.979057591623,3.45513251181179,CBD commute (14.2%)
20.1047120418848,3.35099604925932,CBD commute (14.2%)
20.2303664921466,3.24853597633729,CBD commute (14.2%)
20.3560209424084,3.1429920093889,CBD commute (14.2%)
20.4816753926702,3.05876751799022,CBD commute (14.2%)
20.6073298429319,2.99223873637278,CBD commute (14.2%)
20.7329842931937,2.93978189876811,CBD commute (14.2%)
20.8586387434555,2.89777323940774,CBD commute (14.2%)
20.9842931937173,2.86258899252321,CBD commute (14.2%)
21.1099476439791,2.83060539234604,CBD commute (14.2%)
21.2356020942408,2.7984715032857,CBD commute (14.2%)
21.3612565445026,2.76536708477209,CBD commute (14.2%)
21.4869109947644,2.73166532075927,CBD commute (14.2%)
21.6125654450262,2.69772914855321,CBD commute (14.2%)
21.738219895288,2.66392150545988,CBD commute (14.2%)
21.8638743455497,2.63060532878528,CBD commute (14.2%)
21.9895287958115,2.59814355583537,CBD commute (14.2%)
22.1151832460733,2.56689912391614,CBD commute (14.2%)
22.2408376963351,2.53159676711522,CBD commute (14.2%)
22.3664921465969,2.498057429139,CBD commute (14.2%)
22.4921465968586,2.46404993294635,CBD commute (14.2%)
22.6178010471204,2.4288434432528,CBD commute (14.2%)
22.7434554973822,2.39277612566807,CBD commute (14.2%)
22.869109947644,2.35618614580192,CBD commute (14.2%)
22.9947643979058,2.3194116692641,CBD commute (14.2%)
23.1204188481675,2.28279086166435,CBD commute (14.2%)
23.2460732984293,2.24654998441553,CBD commute (14.2%)
23.3717277486911,2.20957541588015,CBD commute (14.2%)
23.4973821989529,2.17185896665397,CBD commute (14.2%)
23.6230366492147,2.13386719710973,CBD commute (14.2%)
23.7486910994764,2.09606666762015,CBD commute (14.2%)
23.8743455497382,2.05839133117581,CBD commute (14.2%)
24,2.01890877685979,CBD commute (14.2%)
0,0.888673438410139,Non-CBD commute (85.8%)
0.12565445026178,0.894693432141651,Non-CBD commute (85.8%)
0.25130890052356,0.900414887943318,Non-CBD commute (85.8%)
0.37696335078534,0.905911075956434,Non-CBD commute (85.8%)
0.50261780104712,0.911255266322294,Non-CBD commute (85.8%)
0.628272251308901,0.916520729182194,Non-CBD commute (85.8%)
0.753926701570681,0.921780734677425,Non-CBD commute (85.8%)
0.879581151832461,0.927108552949285,Non-CBD commute (85.8%)
1.00523560209424,0.932577454139066,Non-CBD commute (85.8%)
1.13089005235602,0.938260708388064,Non-CBD commute (85.8%)
1.2565445026178,0.944231585837572,Non-CBD commute (85.8%)
1.38219895287958,0.950563356628886,Non-CBD commute (85.8%)
1.50785340314136,0.957329290903299,Non-CBD commute (85.8%)
1.63350785340314,0.964602658802106,Non-CBD commute (85.8%)
1.75916230366492,0.972185655898961,Non-CBD commute (85.8%)
1.8848167539267,0.97950584523863,Non-CBD commute (85.8%)
2.01047120418848,0.98660642587845,Non-CBD commute (85.8%)
2.13612565445026,0.993558136735038,Non-CBD commute (85.8%)
2.26178010471204,1.00043171672501,Non-CBD commute (85.8%)
2.38743455497382,1.00729790476499,Non-CBD commute (85.8%)
2.5130890052356,1.01422743977158,Non-CBD commute (85.8%)
2.63874345549738,1.02129106066141,Non-CBD commute (85.8%)
2.76439790575916,1.02855950635109,Non-CBD commute (85.8%)
2.89005235602094,1.03610351575723,Non-CBD commute (85.8%)
3.01570680628272,1.04399382779647,Non-CBD commute (85.8%)
3.1413612565445,1.0523011813854,Non-CBD commute (85.8%)
3.26701570680628,1.06109631544066,Non-CBD commute (85.8%)
3.39267015706806,1.07044996887885,Non-CBD commute (85.8%)
3.51832460732984,1.08043288061659,Non-CBD commute (85.8%)
3.64397905759162,1.0909830798682,Non-CBD commute (85.8%)
3.7696335078534,1.09802063813468,Non-CBD commute (85.8%)
3.89528795811518,1.10038431827506,Non-CBD commute (85.8%)
4.02094240837696,1.09915242322621,Non-CBD commute (85.8%)
4.14659685863874,1.095403255925,Non-CBD commute (85.8%)
4.27225130890052,1.0902151193083,Non-CBD commute (85.8%)
4.3979057591623,1.08466631631298,Non-CBD commute (85.8%)
4.52356020942408,1.07983514987593,Non-CBD commute (85.8%)
4.64921465968586,1.076799922934,Non-CBD commute (85.8%)
4.77486910994764,1.07663893842407,Non-CBD commute (85.8%)
4.90052356020942,1.08043049928301,Non-CBD commute (85.8%)
5.0261780104712,1.0892529084477,Non-CBD commute (85.8%)
5.15183246073298,1.10418446885501,Non-CBD commute (85.8%)
5.27748691099476,1.12630348344181,Non-CBD commute (85.8%)
5.40314136125654,1.15668825514497,Non-CBD commute (85.8%)
5.52879581151832,1.19641708690136,Non-CBD commute (85.8%)
5.6544502617801,1.24194032820644,Non-CBD commute (85.8%)
5.78010471204189,1.29264098481693,Non-CBD commute (85.8%)
5.90575916230366,1.34421937802984,Non-CBD commute (85.8%)
6.03141361256544,1.39608871397851,Non-CBD commute (85.8%)
6.15706806282723,1.44889336317736,Non-CBD commute (85.8%)
6.28272251308901,1.50124946263157,Non-CBD commute (85.8%)
6.40837696335079,1.5532979560937,Non-CBD commute (85.8%)
6.53403141361257,1.60672621118988,Non-CBD commute (85.8%)
6.65968586387435,1.66285441999766,Non-CBD commute (85.8%)
6.78534031413613,1.72114678363485,Non-CBD commute (85.8%)
6.91099476439791,1.7842690022592,Non-CBD commute (85.8%)
7.03664921465969,1.85397676495196,Non-CBD commute (85.8%)
7.16230366492147,1.93435265855866,Non-CBD commute (85.8%)
7.28795811518325,2.0164384206671,Non-CBD commute (85.8%)
7.41361256544503,2.11279296524785,Non-CBD commute (85.8%)
7.53926701570681,2.21443069987413,Non-CBD commute (85.8%)
7.66492146596859,2.32339238018184,Non-CBD commute (85.8%)
7.79057591623037,2.43442839822922,Non-CBD commute (85.8%)
7.91623036649215,2.5449345775849,Non-CBD commute (85.8%)
8.04188481675393,2.64304061278297,Non-CBD commute (85.8%)
8.16753926701571,2.73138460276383,Non-CBD commute (85.8%)
8.29319371727749,2.81280323928634,Non-CBD commute (85.8%)
8.41884816753927,2.87691256443341,Non-CBD commute (85.8%)
8.54450261780105,2.91955498378385,Non-CBD commute (85.8%)
8.67015706806283,2.92389030516001,Non-CBD commute (85.8%)
8.79581151832461,2.90009150868274,Non-CBD commute (85.8%)
8.92146596858639,2.85604915599988,Non-CBD commute (85.8%)
9.04712041884817,2.78367620168242,Non-CBD commute (85.8%)
9.17277486910995,2.69283220073516,Non-CBD commute (85.8%)
9.29842931937173,2.59377330330774,Non-CBD commute (85.8%)
9.42408376963351,2.5038622957265,Non-CBD commute (85.8%)
9.54973821989529,2.42214576597244,Non-CBD commute (85.8%)
9.67539267015707,2.33710789564954,Non-CBD commute (85.8%)
9.80104712041885,2.26183653009806,Non-CBD commute (85.8%)
9.92670157068063,2.20902979681999,Non-CBD commute (85.8%)
10.0523560209424,2.17251272263563,Non-CBD commute (85.8%)
10.1780104712042,2.14512290812416,Non-CBD commute (85.8%)
10.303664921466,2.12862411595493,Non-CBD commute (85.8%)
10.4293193717277,2.12189354458903,Non-CBD commute (85.8%)
10.5549738219895,2.12019061299306,Non-CBD commute (85.8%)
10.6806282722513,2.11919765559148,Non-CBD commute (85.8%)
10.8062827225131,2.11860482746795,Non-CBD commute (85.8%)
10.9319371727749,2.11921091496952,Non-CBD commute (85.8%)
11.0575916230366,2.12165662879965,Non-CBD commute (85.8%)
11.1832460732984,2.12611124154965,Non-CBD commute (85.8%)
11.3089005235602,2.1302967725546,Non-CBD commute (85.8%)
11.434554973822,2.13418196166795,Non-CBD commute (85.8%)
11.5602094240838,2.13767627606668,Non-CBD commute (85.8%)
11.6858638743455,2.14065771745988,Non-CBD commute (85.8%)
11.8115183246073,2.14275233931661,Non-CBD commute (85.8%)
11.9371727748691,2.14410410486396,Non-CBD commute (85.8%)
12.0628272251309,2.14500507693523,Non-CBD commute (85.8%)
12.1884816753927,2.14577716114175,Non-CBD commute (85.8%)
12.3141361256545,2.14602996293614,Non-CBD commute (85.8%)
12.4397905759162,2.14596904519714,Non-CBD commute (85.8%)
12.565445026178,2.14543469092827,Non-CBD commute (85.8%)
12.6910994764398,2.14423645301179,Non-CBD commute (85.8%)
12.8167539267016,2.14436809832395,Non-CBD commute (85.8%)
12.9424083769634,2.14600274027373,Non-CBD commute (85.8%)
13.0680628272251,2.14816194747491,Non-CBD commute (85.8%)
13.1937172774869,2.15011445884016,Non-CBD commute (85.8%)
13.3193717277487,2.1530364608058,Non-CBD commute (85.8%)
13.4450261780105,2.15867589504058,Non-CBD commute (85.8%)
13.5706806282723,2.16874496691478,Non-CBD commute (85.8%)
13.696335078534,2.18017311835265,Non-CBD commute (85.8%)
13.8219895287958,2.20430387327098,Non-CBD commute (85.8%)
13.9476439790576,2.23904386619303,Non-CBD commute (85.8%)
14.0732984293194,2.28528252439704,Non-CBD commute (85.8%)
14.1989528795812,2.34218173048931,Non-CBD commute (85.8%)
14.3246073298429,2.39974779662246,Non-CBD commute (85.8%)
14.4502617801047,2.46087125717187,Non-CBD commute (85.8%)
14.5759162303665,2.53118336452649,Non-CBD commute (85.8%)
14.7015706806283,2.61070121157197,Non-CBD commute (85.8%)
14.8272251308901,2.69029571711298,Non-CBD commute (85.8%)
14.9528795811518,2.76784836679051,Non-CBD commute (85.8%)
15.0785340314136,2.83872556316195,Non-CBD commute (85.8%)
15.2041884816754,2.90213263265411,Non-CBD commute (85.8%)
15.3298429319372,2.96622185124357,Non-CBD commute (85.8%)
15.455497382199,3.01319059279043,Non-CBD commute (85.8%)
15.5811518324607,3.04836612013484,Non-CBD commute (85.8%)
15.7068062827225,3.07490691289014,Non-CBD commute (85.8%)
15.8324607329843,3.09435789914727,Non-CBD commute (85.8%)
15.9581151832461,3.11148105815744,Non-CBD commute (85.8%)
16.0837696335079,3.12099399574849,Non-CBD commute (85.8%)
16.2094240837696,3.12311268028973,Non-CBD commute (85.8%)
16.3350785340314,3.1227011974173,Non-CBD commute (85.8%)
16.4607329842932,3.13107580302203,Non-CBD commute (85.8%)
16.586387434555,3.14975057133859,Non-CBD commute (85.8%)
16.7120418848168,3.16984676750753,Non-CBD commute (85.8%)
16.8376963350785,3.19127393609446,Non-CBD commute (85.8%)
16.9633507853403,3.2096284553003,Non-CBD commute (85.8%)
17.0890052356021,3.2264862652828,Non-CBD commute (85.8%)
17.2146596858639,3.23808407067141,Non-CBD commute (85.8%)
17.3403141361257,3.23948374043587,Non-CBD commute (85.8%)
17.4659685863874,3.2199964454852,Non-CBD commute (85.8%)
17.5916230366492,3.17639792207778,Non-CBD commute (85.8%)
17.717277486911,3.09507219204986,Non-CBD commute (85.8%)
17.8429319371728,3.03247080476791,Non-CBD commute (85.8%)
17.9685863874346,2.92061747009622,Non-CBD commute (85.8%)
18.0942408376963,2.79534967887191,Non-CBD commute (85.8%)
18.2198952879581,2.66453933258966,Non-CBD commute (85.8%)
18.3455497382199,2.53119107825307,Non-CBD commute (85.8%)
18.4712041884817,2.40823102359746,Non-CBD commute (85.8%)
18.5968586387435,2.28777649121844,Non-CBD commute (85.8%)
18.7225130890052,2.17289226882021,Non-CBD commute (85.8%)
18.848167539267,2.07550137736383,Non-CBD commute (85.8%)
18.9738219895288,1.98333484766518,Non-CBD commute (85.8%)
19.0994764397906,1.88344171986894,Non-CBD commute (85.8%)
19.2251308900524,1.79813630969855,Non-CBD commute (85.8%)
19.3507853403141,1.73291338304965,Non-CBD commute (85.8%)
19.4764397905759,1.67576520616508,Non-CBD commute (85.8%)
19.6020942408377,1.61838743004164,Non-CBD commute (85.8%)
19.7277486910995,1.5655130618842,Non-CBD commute (85.8%)
19.8534031413613,1.52954961254576,Non-CBD commute (85.8%)
19.979057591623,1.50049515442046,Non-CBD commute (85.8%)
20.1047120418848,1.46799642563818,Non-CBD commute (85.8%)
20.2303664921466,1.43616072038417,Non-CBD commute (85.8%)
20.3560209424084,1.40340849689843,Non-CBD commute (85.8%)
20.4816753926702,1.37416840106867,Non-CBD commute (85.8%)
20.6073298429319,1.34786928988813,Non-CBD commute (85.8%)
20.7329842931937,1.32394002035007,Non-CBD commute (85.8%)
20.8586387434555,1.30180944944772,Non-CBD commute (85.8%)
20.9842931937173,1.28090643417433,Non-CBD commute (85.8%)
21.1099476439791,1.26065983152313,Non-CBD commute (85.8%)
21.2356020942408,1.24076181966126,Non-CBD commute (85.8%)
21.3612565445026,1.22143153986034,Non-CBD commute (85.8%)
21.4869109947644,1.20263234904029,Non-CBD commute (85.8%)
21.6125654450262,1.18431842949782,Non-CBD commute (85.8%)
21.738219895288,1.16644396352966,Non-CBD commute (85.8%)
21.8638743455497,1.14896313343254,Non-CBD commute (85.8%)
21.9895287958115,1.13183012150317,Non-CBD commute (85.8%)
22.1151832460733,1.11500200771892,Non-CBD commute (85.8%)
22.2408376963351,1.0998800524569,Non-CBD commute (85.8%)
22.3664921465969,1.08393625689688,Non-CBD commute (85.8%)
22.4921465968586,1.06850457299848,Non-CBD commute (85.8%)
22.6178010471204,1.05345485548679,Non-CBD commute (85.8%)
22.7434554973822,1.0386551486807,Non-CBD commute (85.8%)
22.869109947644,1.02397349689905,Non-CBD commute (85.8%)
22.9947643979058,1.00927794446071,Non-CBD commute (85.8%)
23.1204188481675,0.994436535684529,Non-CBD commute (85.8%)
23.2460732984293,0.979426121337853,Non-CBD commute (85.8%)
23.3717277486911,0.964603035584876,Non-CBD commute (85.8%)
23.4973821989529,0.949921186752123,Non-CBD commute (85.8%)
23.6230366492147,0.93527986325114,Non-CBD commute (85.8%)
23.7486910994764,0.920578353493472,Non-CBD commute (85.8%)
23.8743455497382,0.905954251158369,Non-CBD commute (85.8%)
24,0.891728531568773,Non-CBD commute (85.8%)
