O_SA2_NAME11,D_SA2_NAME11,persons,increase_in_travel_time,distance,extra_minutes,lat_orig,lon_orig,dist_orig2CBD,lat_dest,lon_dest,dist_dest2CBD,bearing_rad,bearing,distance2CBD,lat,lon,distance_group
Panton Hill - St Andrews,Healesville - Yarra Glen,19,0.00521104742053153,30.7928888888889,0.166666666666667,-37.604901048,145.252580868,34.4950289299916,-37.6479387657143,145.485200787429,49.2838110170932,1.75374069838356,100.481940377703,41.8894199735424,-37.6264199068572,145.368890827715,"(20, Inf]"
Reservoir - East,Ivanhoe,24,0.0102459016393443,7.88455555555556,0.166666666666667,-37.7153811956897,145.02125139931,12.3534956332485,-37.7663307915385,145.041921423462,8.69748176223656,2.75618598563914,157.917824530228,10.5254886977425,-37.7408559936141,145.031586411386,"(5,10]"
Mount Waverley - South,Malvern East,119,0.013986013986014,6.20266666666667,0.166666666666667,-37.8864399546341,145.125891255366,15.8292184543349,-37.8768899602041,145.062626429796,10.5901369575985,-1.42097480160769,-81.41585892656,13.2096777059667,-37.8816649574191,145.094258842581,"(5,10]"
Mount Waverley - North,Vermont South,15,0.012970168612192,6.56988888888889,0.166666666666667,-37.8663134375676,145.131219524054,15.3241991379126,-37.854083304,145.185280008667,19.5191406921884,1.34831093131478,77.2525258356903,17.4216699150505,-37.8601983707838,145.158249766361,"(5,10]"
Watsonia,Viewbank - Yallambie,48,0.0188323917137476,4.21611111111111,0.166666666666667,-37.7041500236364,145.084264137273,16.2944522452109,-37.7293699543478,145.086691861087,14.376519503694,3.04562623279472,174.501529113466,15.3354858744524,-37.7167599889921,145.08547799918,"(-Inf,5]"
Ringwood East,Wheelers Hill,15,0.00881834215167548,15.7905555555556,0.166666666666667,-37.8217858891489,145.247420891064,24.570699756771,-37.90899625875,145.18478341,21.5684513415287,-2.51873342593849,-144.312795024802,23.0695755491498,-37.8653910739495,145.216102150532,"(10,20]"
Wantirna South,Bayswater North,66,0.0124575311438279,8.61111111111111,0.183333333333333,-37.8736532661702,145.230074633404,23.8492041499713,-37.8294016476667,145.289829220333,28.3187330422226,0.93336682029972,53.4779795407195,26.083968596097,-37.8515274569185,145.259951926869,"(5,10]"
Clarinda - Oakleigh South,Clayton,240,0.0167682926829268,5.09844444444445,0.183333333333333,-37.93754638625,145.09934711625,17.6019741023329,-37.9173738768421,145.127167247105,17.8243822468278,0.943419468615952,54.0539538621689,17.7131781745803,-37.9274601315461,145.113257181678,"(5,10]"
Braybrook,Footscray,206,0.0189003436426117,4.15822222222222,0.183333333333333,-37.7859339178378,144.863113430811,9.86320875034797,-37.7962354586667,144.895195199333,6.82074516276372,1.88149917603841,107.801961944343,8.34197695655584,-37.7910846882523,144.879154315072,"(-Inf,5]"
Vermont,Forest Hill,105,0.027363184079602,3.33811111111111,0.183333333333333,-37.838304666,145.1987032908,20.4097363628508,-37.8392435313636,145.171357404545,18.0377273206998,-1.60511581159415,-91.9663616340608,19.2237318417753,-37.8387740986818,145.185030347673,"(-Inf,5]"
Bundoora - North,Lalor,19,0.0158045977011494,5.409,0.183333333333333,-37.6821123583333,145.057562385833,17.0602662984225,-37.6669426758824,145.014677694706,17.3082191387905,-1.2308007682588,-70.5196894426886,17.1842427186065,-37.6745275171079,145.03612004027,"(5,10]"
Lilydale - Coldstream,Monbulk - Silvan,49,0.00855365474339036,18.7384444444444,0.183333333333333,-37.7538125951064,145.360739440426,35.2689791793686,-37.8672285371429,145.437606245,41.6199186515387,2.54596130881179,145.872837798519,38.4444489154536,-37.8105205661247,145.399172842713,"(10,20]"
Southbank,Mount Waverley - South,21,0.00887096774193548,20.6323333333333,0.183333333333333,-37.8253100678571,144.963518120357,0.882244806193993,-37.8864399546341,145.125891255366,15.8292184543349,1.93086200571847,110.630243749834,8.35573163026443,-37.8558750112456,145.044704687862,"(20, Inf]"
Strathmore,Sunshine North,20,0.00982142857142857,13.0268888888889,0.183333333333333,-37.731921015,144.915215216364,10.6370559022007,-37.7667393765385,144.834149205769,13.0537978111916,-1.97647764325844,-113.243827260672,11.8454268566962,-37.7493301957693,144.874682211067,"(10,20]"
Truganina,Altona,61,0.0103359173126615,11.0354444444444,0.2,-37.847031507,144.729554263,21.1630384912112,-37.865484621,144.824065299667,13.6712369391544,1.76361874393919,101.047910697879,17.4171377151828,-37.856258064,144.776809781334,"(10,20]"
Caroline Springs,Bacchus Marsh,28,0.00857142857142857,31.2833333333333,0.2,-37.7441979261225,144.741510781429,21.5126837081026,-37.6645186466667,144.436419400513,49.7422962055603,-1.31533707255724,-75.3632628946226,35.6274899568315,-37.7043582863946,144.588965090971,"(20, Inf]"
Knoxfield - Scoresby,Wheelers Hill,53,0.0179910044977511,6.81622222222222,0.2,-37.8899692435294,145.238525795588,25.0818780269024,-37.90899625875,145.18478341,21.5684513415287,-1.91106672084612,-109.496057472388,23.3251646842155,-37.8994827511397,145.211654602794,"(5,10]"
Murrumbeena,Carnegie,49,0.0526315789473684,1.645,0.216666666666667,-37.895882919,145.070549435,12.5010315700561,-37.8931313917949,145.05588489359,11.3795450624445,-1.38532152348715,-79.3730765644469,11.9402883162503,-37.8945071553975,145.063217164295,"(-Inf,5]"
Strathmore,Keilor East,16,0.0191176470588235,9.33533333333333,0.216666666666667,-37.731921015,144.915215216364,10.6370559022007,-37.7506925470968,144.863598473548,11.8294244343643,-1.91959825699149,-109.984878486281,11.2332401682825,-37.7413067810484,144.889406844956,"(5,10]"
South Yarra - West,Southbank,43,0.018978102189781,2.90811111111111,0.216666666666667,-37.8369193971429,144.982264809286,2.45054848021533,-37.8253100678571,144.963518120357,0.882244806193993,-1.01632548384606,-58.2311608359709,1.66639664320466,-37.8311147325,144.972891464821,"(-Inf,5]"
Hillside,Taylors Hill,28,0.028322440087146,4.80933333333333,0.216666666666667,-37.690525075,144.740938844474,24.4703951760798,-37.7137419436,144.7520218268,22.230590311687,2.69621428935175,154.48169944272,23.3504927438834,-37.7021335093,144.746480335637,"(-Inf,5]"
Kew,Blackburn,26,0.011986301369863,16.2334444444444,0.233333333333333,-37.8046310010526,145.037831685614,6.33792256371895,-37.8153263973333,145.152700805556,16.2509791391393,1.6636380639178,95.3194396998052,11.2944508514291,-37.809978699193,145.095266245585,"(10,20]"
Bacchus Marsh,Caroline Springs,31,0.00949152542372881,31.3846666666667,0.233333333333333,-37.6645186466667,144.436419400513,49.7422962055603,-37.7441979261225,144.741510781429,21.5126837081026,1.82625558103256,104.636737105377,35.6274899568315,-37.7043582863946,144.588965090971,"(20, Inf]"
Plenty - Yarrambat,Eltham,105,0.0172413793103448,7.54688888888889,0.233333333333333,-37.6712524676,145.117477282,20.9765789626212,-37.7094983478333,145.1544939715,20.3807718780652,2.37252507079378,135.93567334546,20.6786754203432,-37.6903754077167,145.13598562675,"(5,10]"
Eltham,Lilydale - Coldstream,24,0.00675024108003857,26.542,0.233333333333333,-37.7094983478333,145.1544939715,20.3807718780652,-37.7538125951064,145.360739440426,35.2689791793686,1.78244027128478,102.126304778771,27.8248755287169,-37.7316554714699,145.257616705963,"(20, Inf]"
Broadmeadows,Pascoe Vale,12,0.0198863636363636,5.85466666666667,0.233333333333333,-37.6836562218518,144.923192065926,15.4545880843981,-37.7230959378723,144.933029917021,10.9962447715932,2.89714091983763,165.993947361345,13.2254164279956,-37.7033760798621,144.928110991474,"(5,10]"
Fawkner,Reservoir - West,33,0.0162037037037037,8.05088888888889,0.233333333333333,-37.7045769232258,144.968998064194,12.6244936769178,-37.710813782931,144.995146391034,12.1714654358075,1.80494002452107,103.415445679296,12.3979795563626,-37.7076953530784,144.982072227614,"(5,10]"
Coburg North,Coburg,80,0.0284629981024668,2.81133333333333,0.25,-37.7266903755556,144.966773473889,10.1654462381249,-37.7449590106667,144.962150977833,8.14848566655979,-2.89376512358213,-165.800528483409,9.15696595234234,-37.7358246931112,144.964462225861,"(-Inf,5]"
Keilor East,Keilor,343,0.0229007633587786,5.90088888888889,0.25,-37.7506925470968,144.863598473548,11.8294244343643,-37.7168960757692,144.836042421154,16.1445162311559,-0.684032636298093,-39.192183109088,13.9869703327601,-37.733794311433,144.849820447351,"(5,10]"
Keilor East,Moonee Ponds,197,0.0193548387096774,6.39744444444444,0.25,-37.7506925470968,144.863598473548,11.8294244343643,-37.76550642625,144.920183736875,7.18788811887892,1.82684730818894,104.670640574061,9.50865627662161,-37.7580994866734,144.891891105212,"(5,10]"
Seddon - Kingsville,St Albans - South,17,0.0112528132033008,11.7171111111111,0.25,-37.8076187326316,144.886227384211,7.25408422266741,-37.7529346592105,144.808988377105,15.7200443780806,-0.954731252121369,-54.702071315795,11.487064300374,-37.7802766959211,144.847607880658,"(10,20]"
Lalor,Thomastown,452,0.0533807829181495,2.048,0.25,-37.6669426758824,145.014677694706,17.3082191387905,-37.6804989690741,145.009909468519,15.7443244622025,-2.80337279086087,-160.621429318139,16.5262718004965,-37.6737208224783,145.012293581613,"(-Inf,5]"
Glen Waverley - East,Vermont South,26,0.0297619047619048,3.498,0.25,-37.8804266059259,145.17659291037,19.6042214040036,-37.854083304,145.185280008667,19.5191406921884,0.318535601192718,18.2507455730051,19.561681048096,-37.867254954963,145.180936459519,"(-Inf,5]"
Cranbourne West,Cranbourne East,23,0.0278260869565217,5.275,0.266666666666667,-38.10057273,145.2593139965,40.4968788335478,-38.1036830983333,145.303270661667,43.286094424787,1.64143846257245,94.0474962358441,41.8914866291674,-38.1021279141667,145.281292329084,"(5,10]"
Sandringham - Black Rock,Edithvale - Aspendale,13,0.0133222314737719,14.7536666666667,0.266666666666667,-37.9592208866667,145.015696141667,16.2458887761937,-38.0284567723333,145.106921709,26.3845293371917,2.22000255014121,127.196776631371,21.3152090566927,-37.9938388295,145.061308925334,"(10,20]"
Carrum - Patterson Lakes,Keysborough,55,0.0155945419103314,13.7128888888889,0.266666666666667,-38.070940295,145.137909795667,31.8288136649423,-37.9926837945652,145.168830199348,26.2321038104859,0.376289045770347,21.559774199646,29.0304587377141,-38.0318120447826,145.153369997508,"(10,20]"
Newport,St Albans - South,32,0.0124320124320124,19.8895555555556,0.266666666666667,-37.8394407057143,144.879472820952,8.10626109726516,-37.7529346592105,144.808988377105,15.7200443780806,-0.683695663967465,-39.1728760167303,11.9131527376729,-37.7961876824624,144.844230599029,"(10,20]"
Tullamarine,Taylors Lakes,15,0.0193704600484261,12.3803333333333,0.266666666666667,-37.6991519921053,144.877703125789,15.4141589910493,-37.6982878481633,144.787935292041,20.6721765162261,-1.56117019219275,-89.448463114272,18.0431677536377,-37.6987199201343,144.832819208915,"(10,20]"
Campbellfield - Coolaroo,Broadmeadows,207,0.041871921182266,3.43377777777778,0.283333333333333,-37.6694829204545,144.9444417,16.6526591709967,-37.6836562218518,144.923192065926,15.4545880843981,-2.15902300255486,-123.702905918057,16.0536236276974,-37.6765695711532,144.933816882963,"(-Inf,5]"
St Albans - North,Melton,14,0.00893796004206099,26.456,0.283333333333333,-37.7370182206667,144.803217596,17.0397915327674,-37.671096485,144.584726525556,37.4341796439234,-1.27776813008176,-73.2107210500079,27.2369855883454,-37.7040573528334,144.693972060778,"(20, Inf]"
Camberwell,Box Hill,109,0.0265878877400295,5.926,0.3,-37.8387940944898,145.074359402857,9.64330104280298,-37.8286111078049,145.12419071878,13.791980562639,1.36922241803056,78.4506657678487,11.717640802721,-37.8337026011474,145.099275060819,"(5,10]"
Deer Park - Derrimut,Hillside,12,0.0170293282876064,11.1851111111111,0.3,-37.7683074241304,144.767221748261,18.4682836499702,-37.690525075,144.740938844474,24.4703951760798,-0.325857770184102,-18.670274953093,21.469339413025,-37.7294162495652,144.754080296367,"(10,20]"
Flemington,Keilor,25,0.0142517814726841,17.2023333333333,0.3,-37.7848367109524,144.930850302857,4.91790948119001,-37.7168960757692,144.836042421154,16.1445162311559,-0.949006975668745,-54.3740944342935,10.531212856173,-37.7508663933608,144.883446362006,"(10,20]"
Bundoora - West,Kingsbury,36,0.03515625,3.34366666666667,0.3,-37.6933382227778,145.052145907778,15.7338691282576,-37.713080972381,145.046763210476,13.5885126847105,-2.87542023164608,-164.74944359985,14.661190906484,-37.7032095975794,145.049454559127,"(-Inf,5]"
Cranbourne West,Cranbourne,153,0.0736434108527132,2.09455555555556,0.316666666666667,-38.10057273,145.2593139965,40.4968788335478,-38.1026933755,145.27630451375,41.6319642616813,1.69496766174162,97.1144934289527,41.0644215476146,-38.10163305275,145.267809255125,"(-Inf,5]"
Ascot Vale,Keilor East,22,0.022248243559719,7.59644444444445,0.316666666666667,-37.7767973775,144.91689848,6.40685643044626,-37.7506925470968,144.863598473548,11.8294244343643,-1.1153648543249,-63.9056987700405,9.11814043240528,-37.7637449622984,144.890248476774,"(5,10]"
Montrose,Kilsyth,89,0.053072625698324,2.891,0.316666666666667,-37.8125842016667,145.345063244444,33.1516961778126,-37.806421814,145.3202036125,30.9908110538788,-1.3278070498315,-76.0777399630619,32.0712536158457,-37.8095030078334,145.332633428472,"(-Inf,5]"
Bayswater North,Montrose,25,0.0358490566037736,6.13488888888889,0.316666666666667,-37.8294016476667,145.289829220333,28.3187330422226,-37.8125842016667,145.345063244444,33.1516961778126,1.27523799907216,73.0657552215429,30.7352146100176,-37.8209929246667,145.317446232388,"(5,10]"
Forest Hill,Nunawading,71,0.0570570570570571,2.84466666666667,0.316666666666667,-37.8392435313636,145.171357404545,18.0377273206998,-37.8170848203448,145.176750434138,18.3607207270037,0.238740246641668,13.6788085324799,18.1992240238517,-37.8281641758542,145.174053919342,"(-Inf,5]"
