O_SA2_NAME11,D_SA2_NAME11,persons,increase_in_travel_time,distance,extra_minutes,lat_orig,lon_orig,dist_orig2CBD,lat_dest,lon_dest,dist_dest2CBD,bearing_rad,bearing,distance2CBD,lat,lon,distance_group
Doncaster,Ringwood,48,0.246844319775596,12.1212222222222,2.93333333333333,-37.7846950208696,145.123318713696,14.1657939965524,-37.8108325775,145.233993813542,23.4036139457814,1.80271178792566,103.287777126623,18.7847039711669,-37.7977637991848,145.178656263619,"(10,20]"
Wantirna,Ringwood East,44,0.329588014981273,6.22888888888889,2.93333333333333,-37.8538112913158,145.229635988158,23.3402516453563,-37.8217858891489,145.247420891064,24.570699756771,0.506931769253831,29.0450508793442,23.9554757010637,-37.8377985902324,145.238528439611,"(5,10]"
Hawthorn East,Toorak,30,0.352,4.52266666666667,2.93333333333333,-37.8300801216129,145.050241207097,7.36839519466795,-37.8422599778125,145.016078626562,5.02422801460908,-1.91327329150694,-109.622484658451,6.19631160463851,-37.8361700497127,145.03315991683,"(-Inf,5]"
Glen Waverley - West,Ashburton (Vic.),19,0.199324324324324,8.17233333333333,2.95,-37.8802118305769,145.156180539423,17.929664583737,-37.86707166,145.080444424211,11.2961696596862,-1.3990070397286,-80.15719888554,14.6129171217116,-37.8736417452885,145.118312481817,"(5,10]"
Alphington - Fairfield,Collingwood,36,0.304123711340206,6.61211111111111,2.95,-37.7748778263636,145.023991520455,6.89517517332325,-37.8011811164286,144.988381484286,2.61411270951952,-2.20699262701339,-126.451362944358,4.75464394142138,-37.7880294713961,145.006186502371,"(5,10]"
Carrum - Patterson Lakes,Dingley Village,16,0.180981595092025,12.5822222222222,2.95,-38.070940295,145.137909795667,31.8288136649423,-37.9799077192308,145.128208536538,22.8464580946731,-0.106168386955027,-6.08300049023483,27.3376358798077,-38.0254240071154,145.133059166103,"(10,20]"
Monbulk - Silvan,Emerald - Cockatoo,40,0.205574912891986,14.2711111111111,2.95,-37.8672285371429,145.437606245,41.6199186515387,-37.9492477330189,145.476916658491,47.0059471465112,2.69465550701039,154.39238779338,44.3129328990249,-37.9082381350809,145.457261451746,"(10,20]"
Braybrook,Essendon - Aberfeldie,23,0.210965435041716,7.20222222222222,2.95,-37.7859339178378,144.863113430811,9.86320875034797,-37.7505099311475,144.908652242787,9.13521867484505,0.909685971528775,52.1211668508568,9.49921371259651,-37.7682219244927,144.885882836799,"(5,10]"
Wantirna,Forest Hill,65,0.286871961102107,7.124,2.95,-37.8538112913158,145.229635988158,23.3402516453563,-37.8392435313636,145.171357404545,18.0377273206998,-1.32584812127627,-75.9655016244798,20.6889894830281,-37.8465274113397,145.200496696352,"(5,10]"
Cheltenham - Highett (East),Hampton,76,0.266968325791855,7.29055555555556,2.95,-37.9631044704,145.0660683626,18.2870788167836,-37.9375236963158,145.015634791579,13.9282528937388,-1.10139165095549,-63.1050931906952,16.1076658552612,-37.9503140833579,145.040851577089,"(5,10]"
Bundoora - East,Heidelberg West,80,0.27613104524181,6.74655555555556,2.95,-37.6997652790909,145.068299879545,15.8532133982817,-37.743993658125,145.04721493875,10.8032754486997,-2.69673474026698,-154.511519083606,13.3282444234907,-37.721879468608,145.057757409147,"(5,10]"
Wantirna South,Montrose,14,0.146766169154229,14.136,2.95,-37.8736532661702,145.230074633404,23.8492041499713,-37.8125842016667,145.345063244444,33.1516961778126,1.08258877413286,62.0277677060545,28.500450163892,-37.8431187339185,145.287568938924,"(10,20]"
Edithvale - Aspendale,Moorabbin - Heatherton,141,0.16404077849861,11.7035555555556,2.95,-38.0284567723333,145.106921709,26.3845293371917,-37.9457522343478,145.061999896522,16.4287588601384,-0.497576754350783,-28.5090480081176,21.4066440986651,-37.9871045033405,145.084460802761,"(10,20]"
Vermont South,Ringwood,65,0.307826086956522,10.3342222222222,2.95,-37.854083304,145.185280008667,19.5191406921884,-37.8108325775,145.233993813542,23.4036139457814,0.844732623361975,48.3996141356554,21.4613773189849,-37.83245794075,145.209636911105,"(10,20]"
Nunawading,Templestowe Lower,15,0.21638141809291,11.2372222222222,2.95,-37.8170848203448,145.176750434138,18.3607207270037,-37.7652709060606,145.113767066364,14.1133826660313,-0.882390060999012,-50.5572263795347,16.2370516965175,-37.7911778632027,145.145258750251,"(10,20]"
Forest Hill,Vermont South,22,0.783185840707965,3.64244444444444,2.95,-37.8392435313636,145.171357404545,18.0377273206998,-37.854083304,145.185280008667,19.5191406921884,2.38807147460137,136.826416670241,18.7784340064441,-37.8466634176818,145.178318706606,"(-Inf,5]"
Brunswick,Alphington - Fairfield,15,0.18895966029724,5.855,2.96666666666667,-37.7658570062,144.9622128502,5.83016236805413,-37.7748778263636,145.023991520455,6.89517517332325,1.71578999461995,98.3075252224972,6.36266877068869,-37.7703674162818,144.993102185328,"(5,10]"
Hawthorn East,Camberwell,51,0.595317725752508,3.052,2.96666666666667,-37.8300801216129,145.050241207097,7.36839519466795,-37.8387940944898,145.074359402857,9.64330104280298,1.91750480148146,109.864932320959,8.50584811873546,-37.8344371080514,145.062300304977,"(-Inf,5]"
Ashwood - Chadstone,Clayton South,34,0.151489361702128,9.55744444444444,2.96666666666667,-37.8727591128205,145.101827086154,13.2503615757119,-37.9383514826667,145.125107845333,19.2239987894396,2.80053181750533,160.458653535157,16.2371801825758,-37.9055552977436,145.113467465744,"(5,10]"
Bundoora - West,Coburg North,17,0.172480620155039,13.3234444444444,2.96666666666667,-37.6933382227778,145.052145907778,15.7338691282576,-37.7266903755556,144.966773473889,10.1654462381249,-1.94323080769541,-111.338923900745,12.9496576831912,-37.7100142991667,145.009459690834,"(10,20]"
Nunawading,Donvale - Park Orchards,11,0.603389830508475,4.94288888888889,2.96666666666667,-37.8170848203448,145.176750434138,18.3607207270037,-37.7876610005128,145.195003026667,20.2526246674428,0.555236869458028,31.8127292500012,19.3066726972232,-37.8023729104288,145.185876730403,"(-Inf,5]"
Croydon Hills - Warranwood,Glen Waverley - East,19,0.135361216730038,18.7651111111111,2.96666666666667,-37.7733106881818,145.268774986591,26.9165807171336,-37.8804266059259,145.17659291037,19.6042214040036,-2.43098693865698,-139.285291636473,23.2604010605686,-37.8268686470539,145.222683948481,"(10,20]"
Keysborough,Hampton,22,0.12027027027027,17.415,2.96666666666667,-37.9926837945652,145.168830199348,26.2321038104859,-37.9375236963158,145.015634791579,13.9282528937388,-1.22518439671263,-70.1978950569156,20.0801783521124,-37.9651037454405,145.092232495464,"(10,20]"
Campbellfield - Coolaroo,Reservoir - West,19,0.225316455696203,9.78577777777778,2.96666666666667,-37.6694829204545,144.9444417,16.6526591709967,-37.710813782931,144.995146391034,12.1714654358075,2.25469441209772,129.18447390493,14.4120623034021,-37.6901483516928,144.969794045517,"(5,10]"
Flemington,Richmond (Vic.),34,0.132539091586002,14.9148888888889,2.96666666666667,-37.7848367109524,144.930850302857,4.91790948119001,-37.8201135681967,145.001203445246,2.94866416903657,2.0355836586718,116.630352487693,3.93328682511329,-37.8024751395746,144.966026874052,"(10,20]"
Southbank,South Melbourne,70,0.801801801801802,1.54222222222222,2.96666666666667,-37.8253100678571,144.963518120357,0.882244806193993,-37.8344848634615,144.960886178462,1.91775318723078,-2.86222802493845,-163.993585833039,1.39999899671239,-37.8298974656593,144.96220214941,"(-Inf,5]"
Taylors Lakes,Thomastown,54,0.138737334372564,23.6815555555556,2.96666666666667,-37.6982878481633,144.787935292041,20.6721765162261,-37.6804989690741,145.009909468519,15.7443244622025,1.4908278211785,85.4181421342123,18.2082504892143,-37.6893934086187,144.89892238028,"(20, Inf]"
West Footscray - Tottenham,Thomastown,13,0.089582284851535,28.3892222222222,2.96666666666667,-37.7984754539286,144.870430541429,8.82227251104681,-37.6804989690741,145.009909468519,15.7443244622025,0.868723870018007,49.7742113143033,12.2832984866247,-37.7394872115014,144.940170004974,"(20, Inf]"
Mulgrave,Wantirna South,30,0.217870257037944,13.0407777777778,2.96666666666667,-37.9278955551163,145.179023383954,22.2033726933516,-37.8736532661702,145.230074633404,23.8492041499713,0.755101308207541,43.2641180650993,23.0262884216614,-37.9007744106433,145.204549008679,"(10,20]"
Northcote,Yarra - North,65,0.350393700787402,3.57888888888889,2.96666666666667,-37.773038279434,145.000623303962,5.78512815705921,-37.7892518904762,145.006046578571,4.65049798516124,2.81880235643411,161.505478305206,5.21781307111022,-37.7811450849551,145.003334941266,"(-Inf,5]"
Mentone,Clayton,123,0.14308553157474,12.3926666666667,2.98333333333333,-37.9811486364706,145.068559687941,20.1728416291504,-37.9173738768421,145.127167247105,17.8243822468278,0.743201436712903,42.5823056517085,18.9986119379891,-37.9492612566564,145.097863467523,"(10,20]"
Brighton (Vic.),Elsternwick,72,0.454314720812183,3.70211111111111,2.98333333333333,-37.9086185318868,144.996264241132,10.3714149973092,-37.8866257832143,145.007367637143,8.37608660237134,0.467533006934698,26.7876680804188,9.37375079984026,-37.8976221575506,145.001815939137,"(-Inf,5]"
Altona,Footscray,91,0.168233082706767,11.907,2.98333333333333,-37.865484621,144.824065299667,13.6712369391544,-37.7962354586667,144.895195199333,6.82074516276372,0.798794924926923,45.7675778947821,10.2459910509591,-37.8308600398334,144.8596302495,"(10,20]"
Mitcham (Vic.),Forest Hill,69,0.379237288135593,4.97111111111111,2.98333333333333,-37.8176118965,145.19815548075,20.2405957049293,-37.8392435313636,145.171357404545,18.0377273206998,-2.24991726543524,-128.910763563055,19.1391615128146,-37.8284277139318,145.184756442647,"(-Inf,5]"
Malvern - Glen Iris,Hallam,17,0.117069980379333,29.5581111111111,2.98333333333333,-37.8572320702041,145.041400423265,7.79616110822657,-38.0052517869231,145.272535009615,33.8830180889158,2.14039669454595,122.635697081235,20.8395895985712,-37.9312419285636,145.15696771644,"(20, Inf]"
Hallam,Hampton Park - Lynbrook,34,0.507082152974504,4.06311111111111,2.98333333333333,-38.0052517869231,145.272535009615,33.8830180889158,-38.0365176002083,145.266911741042,35.7548007173782,-2.96364154007112,-169.804152235727,34.818909403147,-38.0208846935657,145.269723375329,"(-Inf,5]"
Mount Waverley - North,Balwyn,12,0.15,10.6805555555556,3,-37.8663134375676,145.131219524054,15.3241991379126,-37.809434576,145.081720413429,10.0597559909776,-0.716136207602823,-41.0315822521463,12.6919775644451,-37.8378740067838,145.106469968742,"(10,20]"
Moorabbin - Heatherton,Brighton East,18,0.341555977229602,6.18566666666667,3,-37.9457522343478,145.061999896522,16.4287588601384,-37.9154014802632,145.016005586842,11.6189662557276,-0.987506473713164,-56.5799531856109,14.023862557933,-37.9305768573055,145.039002741682,"(5,10]"
Reservoir - West,Fawkner,22,0.238095238095238,8.06211111111111,3,-37.710813782931,144.995146391034,12.1714654358075,-37.7045769232258,144.968998064194,12.6244936769178,-1.33665262906873,-76.5845543207036,12.3979795563626,-37.7076953530784,144.982072227614,"(5,10]"
Carlton,Fitzroy,20,0.507042253521127,1.67688888888889,3,-37.7994393084375,144.96807587125,2.07600768417991,-37.801420376087,144.979019773043,2.10391764420117,1.74987730352749,100.260584157858,2.08996266419054,-37.8004298422623,144.973547822146,"(-Inf,5]"
Blackburn,Kew,101,0.152155536770921,16.6281111111111,3,-37.8153263973333,145.152700805556,16.2509791391393,-37.8046310010526,145.037831685614,6.33792256371895,-1.477954589672,-84.6805603001948,11.2944508514291,-37.809978699193,145.095266245585,"(10,20]"
Panton Hill - St Andrews,Lilydale - Coldstream,11,0.0954907161803713,31.835,3,-37.604901048,145.252580868,34.4950289299916,-37.7538125951064,145.360739440426,35.2689791793686,2.51341478394042,144.008059285572,34.8820040546801,-37.6793568215532,145.306660154213,"(20, Inf]"
Camberwell,Malvern - Glen Iris,107,0.296540362438221,4.94244444444444,3,-37.8387940944898,145.074359402857,9.64330104280298,-37.8572320702041,145.041400423265,7.79616110822657,-2.08084446879052,-119.223605884839,8.71973107551477,-37.848013082347,145.057879913061,"(-Inf,5]"
Upwey - Tecoma,Monbulk - Silvan,40,0.18848167539267,14.3603333333333,3,-37.9055039162963,145.331886667037,33.412850860747,-37.8672285371429,145.437606245,41.6199186515387,1.22343042673512,70.0973999798116,37.5163847561429,-37.8863662267196,145.384746456019,"(10,20]"
Knoxfield - Scoresby,Mulgrave,146,0.210035005834306,10.7901111111111,3,-37.8899692435294,145.238525795588,25.0818780269024,-37.9278955551163,145.179023383954,22.2033726933516,-2.13825656395912,-122.513076631003,23.642625360127,-37.9089323993229,145.208774589771,"(10,20]"
Keysborough,Rowville - Central,14,0.21301775147929,14.2336666666667,3,-37.9926837945652,145.168830199348,26.2321038104859,-37.919858405641,145.248472137949,27.1164195730494,0.830076675973372,47.5598902055226,26.6742616917677,-37.9562711001031,145.208651168649,"(10,20]"
Southbank,Albert Park,61,0.487870619946092,2.951,3.01666666666667,-37.8253100678571,144.963518120357,0.882244806193993,-37.8458417618182,144.961000840606,3.14005380732962,-3.01959691587269,-173.010159110225,2.01114930676181,-37.8355759148377,144.962259480482,"(-Inf,5]"
Flemington,Altona North,16,0.171077504725898,11.4512222222222,3.01666666666667,-37.7848367109524,144.930850302857,4.91790948119001,-37.833761955,144.849617844062,10.518908516968,-2.11289565904566,-121.060003814829,7.71840899907902,-37.8092993329762,144.89023407346,"(10,20]"
St Albans - North,Braybrook,59,0.203370786516854,9.43833333333333,3.01666666666667,-37.7370182206667,144.803217596,17.0397915327674,-37.7859339178378,144.863113430811,9.86320875034797,2.25562523881083,129.237806347049,13.4515001415577,-37.7614760692523,144.833165513406,"(5,10]"
Mentone,Brighton East,30,0.247606019151847,9.01444444444444,3.01666666666667,-37.9811486364706,145.068559687941,20.1728416291504,-37.9154014802632,145.016005586842,11.6189662557276,-0.674336232253663,-38.6366200808885,15.895903942439,-37.9482750583669,145.042282637392,"(5,10]"
Glen Waverley - West,Burwood East,63,0.36127744510978,4.34055555555556,3.01666666666667,-37.8802118305769,145.156180539423,17.929664583737,-37.8535669981481,145.1505795,16.5345473972294,-0.207194365336018,-11.8713626726455,17.2321059904832,-37.8668894143625,145.153380019712,"(-Inf,5]"
Elsternwick,Carnegie,14,0.273001508295626,5.40288888888889,3.01666666666667,-37.8866257832143,145.007367637143,8.37608660237134,-37.8931313917949,145.05588489359,11.3795450624445,1.70408981093471,97.6371540778054,9.87781583240793,-37.8898785875046,145.031626265367,"(5,10]"
Elwood,Caulfield - South,41,0.303691275167785,6.21988888888889,3.01666666666667,-37.88012693225,144.9856977465,7.07440865868294,-37.8913691574419,145.026368861163,9.63675808848271,1.84048029440117,105.451753146182,8.35558337358282,-37.885748044846,145.006033303831,"(5,10]"
West Footscray - Tottenham,Deer Park - Derrimut,38,0.171077504725898,11.6661111111111,3.01666666666667,-37.7984754539286,144.870430541429,8.82227251104681,-37.7683074241304,144.767221748261,18.4682836499702,-1.28641774832938,-73.706307669996,13.6452780805085,-37.7833914390295,144.818826144845,"(10,20]"
Keilor East,Flemington,47,0.196525515743757,9.06466666666667,3.01666666666667,-37.7506925470968,144.863598473548,11.8294244343643,-37.7848367109524,144.930850302857,4.91790948119001,2.04058979251,116.917182828299,8.37366695777715,-37.7677646290246,144.897224388203,"(5,10]"
West Footscray - Tottenham,Footscray,166,0.530791788856305,2.79422222222222,3.01666666666667,-37.7984754539286,144.870430541429,8.82227251104681,-37.7962354586667,144.895195199333,6.82074516276372,1.48059050642466,84.83158720527,7.82150883690526,-37.7973554562977,144.882812870381,"(-Inf,5]"
Springvale South,Hallam,35,0.158493870402802,14.21,3.01666666666667,-37.9711902542308,145.149882155769,23.3500135547281,-38.0052517869231,145.272535009615,33.8830180889158,1.84167729114551,105.520336007724,28.616515821822,-37.9882210205769,145.211208582692,"(10,20]"
Bulleen,Ivanhoe,37,0.2828125,5.95611111111111,3.01666666666667,-37.7689005064286,145.091523241071,12.1761498896409,-37.7663307915385,145.041921423462,8.69748176223656,-1.519035731879,-87.0343363662328,10.4368158259388,-37.7676156489836,145.066722332267,"(5,10]"
Emerald - Cockatoo,Mooroolbark,15,0.0874396135265701,31.8484444444445,3.01666666666667,-37.9492477330189,145.476916658491,47.0059471465112,-37.7787531142553,145.323085834043,31.5277648412757,-0.734063449081647,-42.0587375271948,39.2668559938934,-37.8640004236371,145.400001246267,"(20, Inf]"
Port Melbourne,St Kilda East,11,0.18659793814433,7.34611111111111,3.01666666666667,-37.8385923709091,144.937216997576,3.5171766822414,-37.8668936202564,144.998685951282,6.06770716514806,2.00227781806654,114.722068387876,4.79244192369473,-37.8527429955827,144.967951474429,"(5,10]"
St Kilda East,Armadale,30,0.487935656836461,3.14944444444444,3.03333333333333,-37.8668936202564,144.998685951282,6.06770716514806,-37.8572927531579,145.019771685263,6.31434193911189,1.14352275462864,65.5190276173952,6.19102455212997,-37.8620931867072,145.009228818273,"(-Inf,5]"
Bulleen,Balwyn,40,0.264919941775837,6.72366666666667,3.03333333333333,-37.7689005064286,145.091523241071,12.1761498896409,-37.809434576,145.081720413429,10.0597559909776,-2.90430702167483,-166.404534752178,11.1179529403093,-37.7891675412143,145.08662182725,"(5,10]"
Ormond - Glen Huntly,Brighton East,29,0.432304038004751,4.23411111111111,3.03333333333333,-37.899021222963,145.041536533333,11.0875784214405,-37.9154014802632,145.016005586842,11.6189662557276,-2.14123272496654,-122.683598095879,11.3532723385841,-37.9072113516131,145.028771060088,"(-Inf,5]"
Keilor East,Brunswick,95,0.152046783625731,9.545,3.03333333333333,-37.7506925470968,144.863598473548,11.8294244343643,-37.7658570062,144.9622128502,5.83016236805413,1.72337647598712,98.7421985861911,8.82979340120921,-37.7582747766484,144.912905661874,"(5,10]"
Mount Dandenong - Olinda,Dandenong,107,0.0842592592592593,29.2363333333333,3.03333333333333,-37.8639481015625,145.366531689062,35.3886823695331,-37.9868945054839,145.212138016452,28.4973171903251,-2.24328788655448,-128.530928132394,31.9429997799291,-37.9254213035232,145.289334852757,"(20, Inf]"
Mulgrave,Dandenong,468,0.263005780346821,9.22111111111111,3.03333333333333,-37.9278955551163,145.179023383954,22.2033726933516,-37.9868945054839,145.212138016452,28.4973171903251,2.63013428759005,150.695594231557,25.3503449418383,-37.9573950303001,145.195580700203,"(5,10]"
Flemington,Docklands,48,0.260744985673352,5.55066666666667,3.03333333333333,-37.7848367109524,144.930850302857,4.91790948119001,-37.8186890657143,144.9439032,2.09397376403877,2.7735760512349,158.91420189432,3.50594162261439,-37.8017628883334,144.937376751429,"(5,10]"
Carlton,Fitzroy North,11,0.362549800796813,3.11755555555556,3.03333333333333,-37.7994393084375,144.96807587125,2.07600768417991,-37.7836068748148,144.984174905926,4.09932402479186,0.793747133018722,45.4783607225819,3.08766585448589,-37.7915230916262,144.976125388588,"(-Inf,5]"
Kilsyth,Forest Hill,21,0.136842105263158,16.1071111111111,3.03333333333333,-37.806421814,145.3202036125,30.9908110538788,-37.8392435313636,145.171357404545,18.0377273206998,-1.78783072907849,-102.435155259994,24.5142691872893,-37.8228326726818,145.245780508523,"(10,20]"
Box Hill,Hawthorn East,74,0.2002200220022,7.57266666666667,3.03333333333333,-37.8286111078049,145.12419071878,13.791980562639,-37.8300801216129,145.050241207097,7.36839519466795,-1.59065880573931,-91.1380362141824,10.5801878786535,-37.8293456147089,145.087215962939,"(5,10]"
Essendon - Aberfeldie,Keilor Downs,22,0.226650062266501,13.7967777777778,3.03333333333333,-37.7505099311475,144.908652242787,9.13521867484505,-37.723851518,144.8079648695,17.5226761892134,-1.31197092451877,-75.1703968188023,13.3289474320292,-37.7371807245738,144.858308556144,"(10,20]"
Doncaster,Keysborough,11,0.110840438489647,32.8088888888889,3.03333333333333,-37.7846950208696,145.123318713696,14.1657939965524,-37.9926837945652,145.168830199348,26.2321038104859,2.92617098617659,167.657247641553,20.1989489035192,-37.8886894077174,145.146074456522,"(20, Inf]"
Hampton Park - Lynbrook,Narre Warren North,18,0.231257941550191,8.88022222222222,3.03333333333333,-38.0365176002083,145.266911741042,35.7548007173782,-37.9874099433333,145.308024416111,35.2964677693687,0.697012852137418,39.9358946938502,35.5256342433734,-38.0119637717708,145.287468078577,"(5,10]"
Port Melbourne,Richmond (Vic.),121,0.181274900398406,9.94055555555556,3.03333333333333,-37.8385923709091,144.937216997576,3.5171766822414,-37.8201135681967,145.001203445246,2.94866416903657,1.28965314153056,73.8916820454887,3.23292042563898,-37.8293529695529,144.969210221411,"(5,10]"
Croydon Hills - Warranwood,Bayswater,226,0.179587831207066,11.035,3.05,-37.7733106881818,145.268774986591,26.9165807171336,-37.8474154257143,145.260459220357,25.9138190106233,-3.02984376398746,-173.597260260513,26.4151998638784,-37.8103630569481,145.264617103474,"(10,20]"
Armadale,Brighton (Vic.),18,0.225925925925926,7.255,3.05,-37.8572927531579,145.019771685263,6.31434193911189,-37.9086185318868,144.996264241132,10.3714149973092,-2.71210205102789,-155.392001132672,8.34287846821053,-37.8829556425224,145.008017963198,"(5,10]"
Elwood,Carnegie,13,0.203107658157603,8.08744444444445,3.05,-37.88012693225,144.9856977465,7.07440865868294,-37.8931313917949,145.05588489359,11.3795450624445,1.75400136098095,100.496875244411,9.22697686056373,-37.8866291620225,145.020791320045,"(5,10]"
Mitcham (Vic.),Glen Waverley - East,32,0.251373626373626,12.0708888888889,3.05,-37.8176118965,145.19815548075,20.2405957049293,-37.8804266059259,145.17659291037,19.6042214040036,-2.81092356437461,-161.054056772535,19.9224085544665,-37.849019251213,145.18737419556,"(10,20]"
Knoxfield - Scoresby,Hallam,45,0.178015564202335,17.6341111111111,3.05,-37.8899692435294,145.238525795588,25.0818780269024,-38.0052517869231,145.272535009615,33.8830180889158,2.8547224116435,163.56354586858,29.4824480579091,-37.9476105152262,145.255530402602,"(10,20]"
Southbank,Hawthorn East,19,0.213286713286713,11.0951111111111,3.05,-37.8253100678571,144.963518120357,0.882244806193993,-37.8300801216129,145.050241207097,7.36839519466795,1.62574423364438,93.1482831555537,4.12532000043097,-37.827695094735,145.006879663727,"(10,20]"
Yarraville,North Melbourne,78,0.201986754966887,7.46366666666667,3.05,-37.8168796034375,144.882967158438,7.44689832853633,-37.8009173576316,144.947533083158,2.60803918395721,1.328432076625,76.113551360412,5.02746875624677,-37.8088984805346,144.915250120798,"(5,10]"
Toorak,Richmond (Vic.),201,0.330922242314647,3.999,3.05,-37.8422599778125,145.016078626562,5.02422801460908,-37.8201135681967,145.001203445246,2.94866416903657,-0.591461640895291,-33.8882557671825,3.98644609182282,-37.8311867730046,145.008641035904,"(-Inf,5]"
Brunswick West,Airport West,18,0.23741935483871,10.0183333333333,3.06666666666667,-37.7635502270968,144.943012821935,6.44357174994118,-37.72369778,144.880407864118,13.0044290552746,-1.0039201372163,-57.5203868306886,9.72400040260787,-37.7436240035484,144.911710343027,"(10,20]"
Ashburton (Vic.),Ashwood - Chadstone,35,0.713178294573643,3.12322222222222,3.06666666666667,-37.86707166,145.080444424211,11.2961696596862,-37.8727591128205,145.101827086154,13.2503615757119,1.83076156578611,104.894911014306,12.2732656176991,-37.8699153864103,145.091135755183,"(-Inf,5]"
Donvale - Park Orchards,Blackburn,79,0.306666666666667,6.97222222222222,3.06666666666667,-37.7876610005128,145.195003026667,20.2526246674428,-37.8153263973333,145.152700805556,16.2509791391393,-2.14997412539705,-123.184443447581,18.2518019032911,-37.8014936989231,145.173851916112,"(5,10]"
Dandenong North,Box Hill,27,0.130311614730878,21.6662222222222,3.06666666666667,-37.9563088301818,145.211580167636,26.3457145255323,-37.8286111078049,145.12419071878,13.791980562639,-0.600142607516775,-34.3856385166874,20.0688475440856,-37.8924599689934,145.167885443208,"(20, Inf]"
Northcote,Brunswick East,49,0.403508771929825,2.726,3.06666666666667,-37.773038279434,145.000623303962,5.78512815705921,-37.7688840615789,144.976769994211,5.53070748139911,-1.39836885005454,-80.1206333106876,5.65791781922916,-37.7709611705065,144.988696649087,"(-Inf,5]"
Ringwood,Chirnside Park,31,0.226044226044226,10.656,3.06666666666667,-37.8108325775,145.233993813542,23.4036139457814,-37.7530160396,145.3155157572,31.4081219265635,0.953912921872447,54.6551844462838,27.4058679361725,-37.78192430855,145.274754785371,"(10,20]"
Airport West,Coburg North,15,0.201754385964912,12.57,3.06666666666667,-37.72369778,144.880407864118,13.0044290552746,-37.7266903755556,144.966773473889,10.1654462381249,1.6054327838829,91.9845228084286,11.5849376466997,-37.7251940777778,144.923590669004,"(10,20]"
South Yarra - West,East Melbourne,23,0.320557491289199,3.99822222222222,3.06666666666667,-37.8369193971429,144.982264809286,2.45054848021533,-37.8140391913333,144.984179326,1.51405346736053,0.0834812050489847,4.78312071797304,1.98230097378793,-37.8254792942381,144.983222067643,"(-Inf,5]"
Melton South,Laverton,232,0.101489244346387,37.5401111111111,3.06666666666667,-37.7056849288462,144.565531991538,37.5007317989156,-37.8527976092308,144.773751941538,17.4662790901407,2.18588833191586,125.24217590567,27.4835054445281,-37.7792412690385,144.669641966538,"(20, Inf]"
Mitcham (Vic.),Mulgrave,70,0.161829375549692,19.0622222222222,3.06666666666667,-37.8176118965,145.19815548075,20.2405957049293,-37.9278955551163,145.179023383954,22.2033726933516,-2.96982142806403,-170.158233735584,21.2219841991404,-37.8727537258082,145.188589432352,"(10,20]"
Moonee Ponds,Niddrie - Essendon West,26,0.30820770519263,5.806,3.06666666666667,-37.76550642625,144.920183736875,7.18788811887892,-37.7423617476471,144.885436101176,11.1016555622354,-0.9832005170083,-56.3332400396561,9.14477184055716,-37.7539340869486,144.902809919026,"(5,10]"
Thornbury,Northcote,128,0.71875,2.08744444444444,3.06666666666667,-37.7580912561905,145.003197203571,7.36538086634675,-37.773038279434,145.000623303962,5.78512815705921,-2.97106362789773,-170.229406543367,6.57525451170298,-37.7655647678123,145.001910253766,"(-Inf,5]"
Oakleigh - Huntingdale,Ringwood,17,0.131899641577061,30.2497777777778,3.06666666666667,-37.9064696679245,145.10276003566,15.3965272981917,-37.8108325775,145.233993813542,23.4036139457814,0.941032139964081,53.917170006106,19.4000706219866,-37.8586511227122,145.168376924601,"(20, Inf]"
Taylors Lakes,Airport West,122,0.285935085007728,10.8216666666667,3.08333333333333,-37.6982878481633,144.787935292041,20.6721765162261,-37.72369778,144.880407864118,13.0044290552746,1.83896119622554,105.364715232053,16.8383027857503,-37.7109928140817,144.83417157808,"(10,20]"
Melton South,Altona,43,0.0924075924075924,40.6174444444445,3.08333333333333,-37.7056849288462,144.565531991538,37.5007317989156,-37.865484621,144.824065299667,13.6712369391544,2.12441916246481,121.720251925951,25.585984369035,-37.7855847749231,144.694798645603,"(20, Inf]"
Mulgrave,Bayswater North,17,0.13582966226138,22.3938888888889,3.08333333333333,-37.9278955551163,145.179023383954,22.2033726933516,-37.8294016476667,145.289829220333,28.3187330422226,0.844154839789153,48.3665095754606,25.2610528677871,-37.8786486013915,145.234426302144,"(20, Inf]"
Keysborough,Chelsea - Bonbeach,21,0.206935123042506,11.2367777777778,3.08333333333333,-37.9926837945652,145.168830199348,26.2321038104859,-38.0555710219355,145.123150334839,29.7151248855135,-2.51338216950107,-144.006190615846,27.9736143479997,-38.0241274082504,145.145990267094,"(10,20]"
Dingley Village,Cheltenham - Highett (East),190,0.360623781676413,6.458,3.08333333333333,-37.9799077192308,145.128208536538,22.8464580946731,-37.9631044704,145.0660683626,18.2870788167836,-1.30670352368026,-74.8685969817518,20.5667684557283,-37.9715060948154,145.097138449569,"(5,10]"
Mulgrave,Doncaster,15,0.128294036061026,27.8982222222222,3.08333333333333,-37.9278955551163,145.179023383954,22.2033726933516,-37.7846950208696,145.123318713696,14.1657939965524,-0.370985752475535,-21.2559178763332,18.184583344952,-37.856295287993,145.151171048825,"(20, Inf]"
Ormond - Glen Huntly,Hampton,21,0.255172413793103,6.79855555555556,3.08333333333333,-37.899021222963,145.041536533333,11.0875784214405,-37.9375236963158,145.015634791579,13.9282528937388,-2.54940458183767,-146.070122810613,12.5079156575897,-37.9182724596394,145.028585662456,"(5,10]"
