O_SA2_NAME11,D_SA2_NAME11,persons,increase_in_travel_time,distance,extra_minutes,lat_orig,lon_orig,dist_orig2CBD,lat_dest,lon_dest,dist_dest2CBD,bearing_rad,bearing,distance2CBD,lat,lon,xend,yend,total_commuters_from,point_size_identity,size_segment,avg_extra_mins,distance_group
Bulleen,Doncaster,97,0.0430327868852459,4.07277777777778,0.35,-37.7689005064286,145.091523241071,12.1761498896409,-37.7846950208696,145.123318713696,14.1657939965524,-1.10974923529979,-63.5839475005486,13.1709719430967,-37.7767977636491,145.107420977384,145.123318713696,-37.7846950208696,2239,1.37410135016658,0.330649482196527,8.42044811671877,"(-Inf,5]"
Deer Park - Derrimut,Sunshine West,211,0.0273794002607562,7.82333333333333,0.35,-37.7683074241304,144.767221748261,18.4682836499702,-37.7944862204444,144.810065714,14.0982656621366,-1.0223085671475,-58.5739662576184,16.2832746560534,-37.7813968222874,144.788643731131,144.810065714,-37.7944862204444,4162,2.55426968262318,0.719247842716157,5.69702466762774,"(5,10]"
Mentone,Moorabbin - Heatherton,158,0.0342356687898089,4.86088888888889,0.358333333333333,-37.9811486364706,145.068559687941,20.1728416291504,-37.9457522343478,145.061999896522,16.4287588601384,2.95834793905357,169.500851238995,18.3008002446444,-37.9634504354092,145.065279792231,145.061999896522,-37.9457522343478,2081,1.27713484131159,0.538583692650014,5.94007688611245,"(-Inf,5]"
Brighton (Vic.),Hampton,79,0.0390763765541741,5.26922222222222,0.366666666666667,-37.9086185318868,144.996264241132,10.3714149973092,-37.9375236963158,145.015634791579,13.9282528937388,-0.590404405585827,-33.827680645998,12.149833945524,-37.9230711141013,145.005949516355,145.015634791579,-37.9375236963158,3664,2.24864106610556,0.269291846325007,9.53691320960699,"(5,10]"
Mount Waverley - South,Malvern East,119,0.0307692307692308,6.20266666666667,0.366666666666667,-37.8864399546341,145.125891255366,15.8292184543349,-37.8768899602041,145.062626429796,10.5901369575985,1.72061785198211,98.5841410734401,13.2096777059667,-37.8816649574191,145.094258842581,145.062626429796,-37.8768899602041,3441,2.11178327196213,0.405642148261719,3.93548871452097,"(5,10]"
Elwood,Prahran - Windsor,86,0.0278833967046895,4.18588888888889,0.366666666666667,-37.88012693225,144.9856977465,7.07440865868294,-37.8528638282927,144.998128487805,4.69708751091048,-2.71379781648779,-155.489161336569,5.88574808479671,-37.8664953802713,144.991913117152,144.998128487805,-37.8528638282927,3371,2.06882342626688,0.293153149163931,7.6256427370711,"(-Inf,5]"
Altona,Newport,80,0.0284301606922126,7.92055555555556,0.383333333333333,-37.865484621,144.824065299667,13.6712369391544,-37.8394407057143,144.879472820952,8.10626109726516,-2.01019240027966,-115.175540545297,10.8887490182098,-37.8524626633572,144.85176906031,144.879472820952,-37.8394407057143,1552,0.952481150271787,0.272700603873425,5.26245167525773,"(5,10]"
Lalor,Thomastown,452,0.0818505338078292,2.048,0.383333333333333,-37.6669426758824,145.014677694706,17.3082191387905,-37.6804989690741,145.009909468519,15.7443244622025,0.338219862728919,19.3785706818611,16.5262718004965,-37.6737208224783,145.012293581613,145.009909468519,-37.6804989690741,2694,1.65334034718569,1.54075841188485,6.2051008413759,"(-Inf,5]"
Glen Waverley - East,Knoxfield - Scoresby,136,0.0357686453576865,7.37955555555556,0.391666666666667,-37.8804266059259,145.17659291037,19.6042214040036,-37.8899692435294,145.238525795588,25.0818780269024,-1.41791827299022,-81.2407327368182,22.343049715453,-37.8851979247277,145.207559352979,145.238525795588,-37.8899692435294,3907,2.39777310187621,0.463591026584822,9.45818829451412,"(5,10]"
Williamstown,Newport,132,0.06265664160401,3.10633333333333,0.416666666666667,-37.8600020551429,144.889689965143,8.28653050855489,-37.8394407057143,144.879472820952,8.10626109726516,2.68041994088111,153.576749935193,8.19639580291002,-37.8497213804286,144.884581393048,144.879472820952,-37.8394407057143,2606,1.59933368402595,0.449955996391151,4.92737592734715,"(-Inf,5]"
Kingsbury,Heidelberg - Rosanna,91,0.0350756533700138,5.80011111111111,0.425,-37.713080972381,145.046763210476,13.5885126847105,-37.7448236118182,145.069513977879,12.1002756598158,-0.62186332861253,-35.630144163455,12.8443941722632,-37.7289522920996,145.058138594178,145.069513977879,-37.7448236118182,1343,0.824215325267403,0.31019693690602,8.5003040456689,"(5,10]"
Viewbank - Yallambie,Heidelberg - Rosanna,439,0.0724233983286908,2.52466666666667,0.433333333333333,-37.7293699543478,145.086691861087,14.376519503694,-37.7448236118182,145.069513977879,12.1002756598158,0.838188307954654,48.0246524830134,13.2383975817549,-37.737096783083,145.078102919483,145.069513977879,-37.7448236118182,3490,2.1418551639488,1.49644456375542,9.89726361031519,"(-Inf,5]"
Mount Evelyn,Lilydale - Coldstream,321,0.0542797494780793,5.51433333333333,0.433333333333333,-37.7865629503846,145.382094864615,36.5739628777282,-37.7538125951064,145.360739440426,35.2689791793686,2.56376576656328,146.892958084198,35.9214710285484,-37.7701877727455,145.371417152521,145.360739440426,-37.7538125951064,1744,1.07031386989304,1.09421117304212,5.55613054281346,"(5,10]"
Camberwell,Box Hill,109,0.0398818316100443,5.926,0.45,-37.8387940944898,145.074359402857,9.64330104280298,-37.8286111078049,145.12419071878,13.791980562639,-1.77237023555923,-101.549334232151,11.717640802721,-37.8337026011474,145.099275060819,145.12419071878,-37.8286111078049,3682,2.25968788357005,0.371554572777541,7.06955006337136,"(5,10]"
Hampton,Brighton East,79,0.072,3.37711111111111,0.45,-37.9375236963158,145.015634791579,13.9282528937388,-37.9154014802632,145.016005586842,11.6189662557276,-3.1248330059838,-179.03974292605,12.7736095747332,-37.9264625882895,145.015820189211,145.016005586842,-37.9154014802632,3063,1.87980010520779,0.269291846325007,8.39456143214713,"(-Inf,5]"
Caulfield - North,Elsternwick,206,0.073972602739726,2.70677777777778,0.45,-37.8721286176364,145.019590721455,7.53784779924387,-37.8866257832143,145.007367637143,8.37608660237134,0.700495721748356,40.1354484231513,7.9569672008076,-37.8793772004254,145.013479179299,145.007367637143,-37.8866257832143,3137,1.92521479922848,0.702204054974068,6.34926681542875,"(-Inf,5]"
Surrey Hills (West) - Canterbury,Hawthorn East,101,0.0402384500745157,4.104,0.45,-37.8245869874419,145.084853335814,10.312781026281,-37.8300801216129,145.050241207097,7.36839519466795,1.41340353570826,80.9820573449516,8.84058811047446,-37.8273335545274,145.067547271456,145.050241207097,-37.8300801216129,2377,1.45879361739435,0.344284512390199,6.22182372738746,"(-Inf,5]"
Bayswater North,Wantirna South,76,0.0304396843291996,8.61088888888889,0.45,-37.8294016476667,145.289829220333,28.3187330422226,-37.8736532661702,145.230074633404,23.8492041499713,0.93336682029972,53.4779795407195,26.083968596097,-37.8515274569185,145.259951926869,145.230074633404,-37.8736532661702,2229,1.36796422935297,0.259065573679753,4.57916853596531,"(5,10]"
Toorak,Armadale,81,0.0773480662983425,2.35177777777778,0.466666666666667,-37.8422599778125,145.016078626562,5.02422801460908,-37.8572927531579,145.019771685263,6.31434193911189,-0.24089652410865,-13.8023541307971,5.66928497686048,-37.8497763654852,145.017925155913,145.019771685263,-37.8572927531579,2126,1.30475188497282,0.276109361421842,4.29822044528065,"(-Inf,5]"
Pascoe Vale,Broadmeadows,168,0.0425531914893617,5.85633333333333,0.466666666666667,-37.7230959378723,144.933029917021,10.9962447715932,-37.6836562218518,144.923192065926,15.4545880843981,2.89714091983763,165.993947361345,13.2254164279956,-37.7033760798621,144.928110991474,144.923192065926,-37.6836562218518,3760,2.30755742591618,0.572671268134192,6.88706117021277,"(5,10]"
Taylors Lakes,Keilor Downs,113,0.0830860534124629,4.20022222222222,0.466666666666667,-37.6982878481633,144.787935292041,20.6721765162261,-37.723851518,144.8079648695,17.5226761892134,-0.664609395554436,-38.0793133900099,19.0974263527197,-37.7110696830817,144.797950080771,144.8079648695,-37.723851518,4320,2.65123619147817,0.385189602971212,7.005,"(-Inf,5]"
Keysborough,Noble Park North,81,0.0417287630402385,7.38944444444444,0.466666666666667,-37.9926837945652,145.168830199348,26.2321038104859,-37.950389485,145.192515795556,24.6074399341259,-2.63109024102802,-150.750366328964,25.4197718723059,-37.9715366397826,145.180672997452,145.192515795556,-37.950389485,3096,1.90005260389269,0.276109361421842,4.52822459086994,"(5,10]"
Tullamarine,Airport West,83,0.0550284629981025,3.93933333333333,0.483333333333333,-37.6991519921053,144.877703125789,15.4141589910493,-37.72369778,144.880407864118,13.0044290552746,-0.109748779361872,-6.28814186414775,14.2092940231619,-37.7114248860527,144.879055494954,144.880407864118,-37.72369778,883,0.541907767841487,0.282926876518678,5.23799546998867,"(-Inf,5]"
Niddrie - Essendon West,Essendon - Aberfeldie,95,0.0819209039548023,2.71444444444444,0.483333333333333,-37.7423617476471,144.885436101176,11.1016555622354,-37.7505099311475,144.908652242787,9.13521867484505,-1.23325707876453,-70.6604256678406,10.1184371185402,-37.7464358393973,144.897044171982,144.908652242787,-37.7505099311475,944,0.579344204804489,0.323831967099692,5.10075918079096,"(-Inf,5]"
Taylors Hill,Taylors Lakes,158,0.0464,5.35922222222222,0.483333333333333,-37.7137419436,144.7520218268,22.230590311687,-37.6982878481633,144.787935292041,20.6721765162261,-1.97716002705697,-113.282924972336,21.4513834139565,-37.7060148958817,144.769978559421,144.787935292041,-37.6982878481633,3442,2.11239698404349,0.538583692650014,9.43640325392214,"(5,10]"
Brunswick West,Brunswick,165,0.084985835694051,2.01411111111111,0.5,-37.7635502270968,144.943012821935,6.44357174994118,-37.7658570062,144.9622128502,5.83016236805413,-1.45122488735373,-83.1490611697173,6.13686705899765,-37.7647036166484,144.952612836067,144.9622128502,-37.7658570062,2092,1.28388567420656,0.562444995488938,7.34163479923518,"(-Inf,5]"
Prahran - Windsor,South Yarra - East,133,0.0672645739910314,1.833,0.5,-37.8528638282927,144.998128487805,4.69708751091048,-37.8402598080645,144.995297386774,3.45388538697645,2.92064098698703,167.34040202728,4.07548644894347,-37.8465618181786,144.996712937289,144.995297386774,-37.8402598080645,2971,1.8233385937226,0.453364753939568,6.74355435880175,"(-Inf,5]"
Clayton South,Cheltenham - Highett (East),99,0.0374848851269649,8.36077777777778,0.516666666666667,-37.9383514826667,145.125107845333,19.2239987894396,-37.9631044704,145.0660683626,18.2870788167836,1.17379618211863,67.2535672439669,18.7555388031116,-37.9507279765333,145.095588103967,145.0660683626,-37.9631044704,821,0.503857618797124,0.337466997293363,4.23043036946813,"(5,10]"
Altona North,Laverton,142,0.0422919508867667,9.55266666666667,0.516666666666667,-37.833761955,144.849617844062,10.518908516968,-37.8527976092308,144.773751941538,17.4662790901407,1.32495963277656,75.9145949833002,13.9925938035544,-37.8432797821154,144.8116848928,144.773751941538,-37.8527976092308,1583,0.971506224793968,0.484043571875329,4.23621815118972,"(5,10]"
Coburg North,Coburg,80,0.0626185958254269,2.81133333333333,0.55,-37.7266903755556,144.966773473889,10.1654462381249,-37.7449590106667,144.962150977833,8.14848566655979,0.247827530007662,14.1994715165908,9.15696595234234,-37.7358246931112,144.964462225861,144.962150977833,-37.7449590106667,628,0.385411187094512,0.272700603873425,5.88728768577495,"(-Inf,5]"
Maribyrnong,Keilor,79,0.0294642857142857,10.5185555555556,0.55,-37.773855346087,144.88594517,8.70936173304464,-37.7168960757692,144.836042421154,16.1445162311559,2.42213271281125,138.777981864657,12.4269389821003,-37.7453757109281,144.860993795577,144.836042421154,-37.7168960757692,2134,1.30966158162371,0.269291846325007,8.68653545766948,"(10,20]"
Pascoe Vale,Keilor,138,0.0334346504559271,13.1363333333333,0.55,-37.7230959378723,144.933029917021,10.9962447715932,-37.7168960757692,144.836042421154,16.1445162311559,1.63463381239369,93.6576184995383,13.5703805013745,-37.7199960068208,144.884536169087,144.836042421154,-37.7168960757692,3760,2.30755742591618,0.470408541681657,6.88706117021277,"(10,20]"
Greenvale - Bulla,Gladstone Park - Westmeadows,127,0.0660194174757281,5.88566666666667,0.566666666666667,-37.6455667717241,144.886010296207,20.4874692174841,-37.6823422158333,144.891958654583,16.5009599939906,-0.160359265873884,-9.18790914038978,18.4942146057373,-37.6639544937787,144.888984475395,144.891958654583,-37.6823422158333,2729,1.67482027003332,0.432912208649062,8.60438500061073,"(5,10]"
