O_SA2_NAME11,D_SA2_NAME11,persons,increase_in_travel_time,distance,extra_minutes,lat_orig,lon_orig,dist_orig2CBD,lat_dest,lon_dest,dist_dest2CBD,bearing_rad,bearing,distance2CBD,lat,lon,xend,yend,total_commuters_from,avg_extra_mins,distance_group
Pitt Town - McGraths Hill,Galston - Laughtondale,14,0.0047074646940148,24.106875,0.116666666666667,-33.6080961286364,150.867159360909,42.8210844772837,-33.62882919,151.058955643529,30.1137680622179,-1.46311507229108,-83.8303185842572,36.4674262697508,-33.6184626593182,150.963057502219,151.049822487214,-33.6278419013636,1754,5.43348536678069,"(20, Inf]"
Beacon Hill - Narraweena,Cromer,113,0.0307377049180328,2.4960625,0.125,-33.7511931169697,151.265749043333,14.3472849066535,-33.7365509778261,151.272490206957,16.0900705036572,-2.71012817350826,-155.278906281522,15.2186777051553,-33.7438720473979,151.269119625145,151.272169199165,-33.7372482225472,3149,5.57682597650048,"(-Inf,5]"
The Oaks - Oakdale,Picton - Tahmoor - Buxton,157,0.00661375661375661,20.1594285714286,0.125,-34.05819709,150.569110260833,62.3602725539404,-34.2071173406977,150.579702265116,68.8111791647646,-0.0710057715836717,-4.06833103281434,65.5857258593525,-34.1326572153489,150.574406262975,150.57919788396,-34.2000259001883,1779,3.51268034476298,"(20, Inf]"
Ingleburn - Denham Court,Minto - St Andrews,246,0.0233918128654971,3.96153333333333,0.133333333333333,-34.00062399,150.865624363409,34.6011657196723,-34.0257249282,150.8439618854,37.6183783021527,0.712001396769862,40.7946750423326,36.1097720109125,-34.0131744591,150.854793124405,150.844993431972,-34.0245296454286,2308,6.03782856730214,"(-Inf,5]"
Neutral Bay - Kirribilli,Cremorne - Cammeray,48,0.0195402298850575,1.8553125,0.141666666666667,-33.8391771362162,151.217481283243,3.62074698226816,-33.827953807381,151.223008878571,4.96441636498794,-2.68395543401902,-153.779318770493,4.29258167362805,-33.8335654717986,151.220245080907,151.222745659746,-33.8284882516113,2471,4.59551800890328,"(-Inf,5]"
Canley Vale - Canley Heights,Fairfield - West,34,0.0232876712328767,2.9938125,0.141666666666667,-33.8841869652083,150.934126401875,25.1686641017459,-33.8677478802632,150.930933631316,25.4206349126707,2.94976258486898,169.008946678593,25.2946495072083,-33.8759674227358,150.932530016596,150.931085668009,-33.868530693832,2274,5.47868293755497,"(-Inf,5]"
Richmond - Clarendon,Kurrajong Heights - Ebenezer,188,0.0154639175257732,8.6755,0.15,-33.5941187572727,150.740194653636,52.9249046897043,-33.5414591342857,150.738293808571,56.6692199945202,3.10551149664303,177.932701987001,54.7970623421123,-33.5677889457792,150.739244231104,150.738384325003,-33.5439667353803,2045,3.72991442542787,"(5,10]"
Oatley - Hurstville Grove,South Hurstville - Blakehurst,85,0.024390243902439,3.03253333333333,0.15,-33.978078533871,151.085669285161,16.3464068503431,-33.9806989094828,151.105735244828,15.3784879076043,-1.44094303685592,-82.559954530608,15.8624473789737,-33.9793887216769,151.095702264995,151.104779722939,-33.9805741296918,2231,8.5555057522785,"(-Inf,5]"
Fairfield,Canley Vale - Canley Heights,45,0.032312925170068,2.488,0.158333333333333,-33.8705554672727,150.950629545682,23.6001213108913,-33.8841869652083,150.934126401875,25.1686641017459,0.88040511782851,50.4434975132916,24.3843927063186,-33.8773712162405,150.942377973779,150.934912265866,-33.883537846259,1448,5.73500230202578,"(-Inf,5]"
Pitt Town - McGraths Hill,Dural - Kenthurst - Wisemans Ferry,136,0.00655624568668047,23.7071875,0.158333333333333,-33.6080961286364,150.867159360909,42.8210844772837,-33.6297421313793,150.997822923966,32.9739052331845,-1.40662520596188,-80.5936876583358,37.8974948552341,-33.6189191300079,150.932491142438,150.991600849535,-33.6287113693439,1754,5.43348536678069,"(20, Inf]"
Bargo,Picton - Tahmoor - Buxton,349,0.0121794871794872,11.2417142857143,0.158333333333333,-34.2847635106667,150.585864846,73.4019817335673,-34.2071173406977,150.579702265116,68.8111791647646,3.06239119647608,175.462090776098,71.1065804491659,-34.2459404256822,150.582783555558,150.579995721349,-34.2108147773629,775,0.779387096774194,"(10,20]"
Condell Park,Bass Hill - Georges Hall,34,0.0206611570247934,4.727375,0.166666666666667,-33.9251565837931,151.010410813448,19.0738619226555,-33.9021736201852,150.990554505185,20.2218800474251,2.42905103222675,139.174372368489,19.6478709850403,-33.9136651019892,151.000482659317,150.991500043674,-33.9032680470237,1114,9.2299895272292,"(-Inf,5]"
Bossley Park - Abbotsbury,Edensor Park,60,0.0333333333333333,2.500375,0.166666666666667,-33.86435825,150.87848735551,30.2691341623575,-33.8795225472727,150.877207919091,30.3941957501336,0.0841722750178759,4.82271611053874,30.3316649562456,-33.8719403986364,150.877847637301,150.877268844635,-33.8788004378788,3329,5.37986131971563,"(-Inf,5]"
